Timestamp,Operating_Costs,Revenue
2024-03-26 14:42:39.826056,3214.933723445331,14088.841022974817
2024-03-30 14:42:39.826056,8299.836021213525,9185.49825146795
2024-04-04 14:42:39.826056,7976.305129974097,9830.192529312164
2024-04-15 14:42:39.826056,3125.4820262613275,5318.528825899462
2024-03-31 14:42:39.826056,5003.29532911116,10450.179145407736
2024-04-13 14:42:39.826056,1052.9305927784483,5227.543042042722
2024-04-14 14:42:39.826056,1546.0957235198925,12617.391964783974
2024-04-15 14:42:39.826056,6997.211263604422,8874.692727763419
2024-04-08 14:42:39.826056,4990.305649062499,10995.727035915585
2024-03-23 14:42:39.826056,7531.811177270716,14018.309043726063
2024-03-23 14:42:39.826056,2331.1366355043583,14490.842995634284
2024-04-06 14:42:39.826056,8300.581117315749,14998.28442749377
2024-03-29 14:42:39.826056,9957.138105032709,8251.458905069443
2024-04-02 14:42:39.826056,4932.479705499623,5578.706834109551
2024-04-14 14:42:39.826056,3099.0370291185045,5279.231840666199
2024-04-06 14:42:39.826056,6773.715961536446,11203.83608202505
2024-04-13 14:42:39.826056,3393.316624409151,13777.995809030774
2024-03-20 14:42:39.826056,1103.2386394131488,10447.659015848698
2024-03-18 14:42:39.826056,4996.339040371062,11272.625612505592
2024-03-24 14:42:39.826056,7905.0610562767615,5037.812127564571
2024-03-26 14:42:39.826056,3800.5338696995213,13494.427415965163
2024-04-02 14:42:39.826056,8319.47565697167,12762.63064715093
2024-03-24 14:42:39.826056,4652.275330537061,9736.38616907197
2024-04-13 14:42:39.826056,2911.7552280920045,6797.795351745652
2024-03-23 14:42:39.826056,1230.7193702622787,12254.979416542912
2024-04-14 14:42:39.826056,6831.079302973037,6273.588993434144
2024-04-08 14:42:39.826056,6971.530603921632,9902.43374040456
2024-04-05 14:42:39.826056,2083.699761268429,7086.305631527665
2024-03-31 14:42:39.826056,8708.815070227527,11865.922440280454
2024-04-16 14:42:39.826056,7801.785280012417,7910.844985379382
2024-03-23 14:42:39.826056,1355.9398300465214,8408.849033234965
2024-03-20 14:42:39.826056,7657.790541513316,6859.823825690326
2024-03-18 14:42:39.826056,5241.588289486021,6780.499741055932
2024-04-08 14:42:39.826056,7289.264125449861,7796.423468845528
2024-03-27 14:42:39.826056,9495.77798485241,9703.952810201534
2024-03-25 14:42:39.826056,8261.613649240298,7370.946464640341
2024-04-01 14:42:39.826056,5108.812002000747,14579.775261237884
2024-04-11 14:42:39.826056,2379.524003678517,14979.431926564559
2024-03-27 14:42:39.826056,1542.5317591454543,6934.244669636065
2024-03-26 14:42:39.826056,1700.4252926836048,7755.276453343851
2024-04-04 14:42:39.826056,6205.540069589666,5159.5685363618095
2024-04-10 14:42:39.826056,2571.737475558949,14544.135592059825
2024-04-03 14:42:39.826056,1751.4705891476697,11165.860020468412
2024-03-30 14:42:39.826056,2952.1616441047236,6787.019225765078
2024-03-18 14:42:39.826056,8645.130368281767,12304.604737287009
2024-04-05 14:42:39.826056,3096.197959919945,10088.677108429463
2024-03-18 14:42:39.826056,4470.907153402804,13860.852476936941
2024-04-03 14:42:39.826056,4377.224883043555,12095.948278810905
2024-04-02 14:42:39.826056,9545.339002149516,8446.296993348336
2024-04-01 14:42:39.826056,2299.1327136663595,13618.4323953863
2024-04-10 14:42:39.826056,4692.739511398508,12686.465646086286
2024-03-20 14:42:39.826056,1272.9702667492913,8207.375014896174
2024-04-01 14:42:39.826056,6635.971246579568,8798.298423252785
2024-04-05 14:42:39.826056,7373.326726758606,10739.55279981436
2024-03-31 14:42:39.826056,2037.382897169521,9043.537794334887
2024-04-09 14:42:39.826056,4707.513228861337,5883.978771973218
2024-04-06 14:42:39.826056,4053.786045800279,9751.704902709014
2024-03-22 14:42:39.826056,1035.9830975138923,11268.535042340587
2024-03-29 14:42:39.826056,1860.0286376867755,9229.248803262719
2024-03-19 14:42:39.826056,4228.734829345982,12322.934324887916
2024-04-05 14:42:39.826056,8751.543650462889,11878.68258790432
2024-04-07 14:42:39.826056,5117.484432416885,9752.56669618671
2024-03-18 14:42:39.826056,3883.2235327099993,8151.19203638191
2024-04-01 14:42:39.826056,8503.708077180265,12357.888805355844
2024-03-19 14:42:39.826056,2501.7281294394834,8815.599006234039
2024-04-01 14:42:39.826056,1789.279073705483,11149.165737909363
2024-04-01 14:42:39.826056,2404.504839417791,10535.825848807275
2024-03-19 14:42:39.826056,3040.209105169534,8075.15903203967
2024-03-31 14:42:39.826056,1604.5607132106443,6590.8892491262295
2024-04-12 14:42:39.826056,7998.82742208991,8496.628515315813
2024-03-31 14:42:39.826056,6848.125240377094,11941.126571624241
2024-04-06 14:42:39.826056,5710.633293027934,7956.447755091931
2024-04-02 14:42:39.826056,6833.578241890508,11195.846803713985
2024-03-23 14:42:39.826056,2146.4823342517884,6599.769799851036
2024-04-10 14:42:39.826056,9313.355006574464,6848.276364466385
2024-04-13 14:42:39.826056,7403.461588646834,8901.917654253437
2024-03-19 14:42:39.826056,3171.063454648334,14286.23530337798
2024-04-11 14:42:39.826056,4805.307250041635,12748.140031161602
2024-04-06 14:42:39.826056,8325.519191724623,11085.191561495376
2024-04-07 14:42:39.826056,2567.633870700465,6079.401157807602
2024-03-24 14:42:39.826056,2233.669493374347,8261.111232349132
2024-04-08 14:42:39.826056,1459.5957859072155,11750.74049117979
2024-04-10 14:42:39.826056,6060.770730958216,5963.010898906628
2024-03-24 14:42:39.826056,6923.625456994089,5139.982187508264
2024-03-27 14:42:39.826056,4221.866279772283,12283.741714069243
2024-04-02 14:42:39.826056,7950.146743474653,14428.75328005684
2024-04-01 14:42:39.826056,3733.853699394488,5407.089669836347
2024-03-25 14:42:39.826056,1876.8383475204678,13692.126940087184
2024-04-06 14:42:39.826056,5488.302482523274,8517.7939751857
2024-03-27 14:42:39.826056,2792.1049329160055,12789.996669458335
2024-04-04 14:42:39.826056,8661.778286329361,9459.815478099692
2024-03-30 14:42:39.826056,5649.212066267329,14077.280610967648
2024-03-24 14:42:39.826056,2042.7627826896576,12134.658917195342
2024-04-06 14:42:39.826056,2591.626496051892,8586.653582445597
2024-03-30 14:42:39.826056,1373.3587326613988,8013.498067497596
2024-04-13 14:42:39.826056,6867.2658751126655,7601.903456945166
2024-03-23 14:42:39.826056,7004.700448403712,7438.685487866538
2024-04-08 14:42:39.826056,2072.5001326538636,10523.16414413519
