Timestamp,Production_Volume
2024-04-17 08:42:39.781249,2450.4057156812555
2024-04-16 17:42:39.781249,1189.8929383460822
2024-04-17 00:42:39.781249,1827.7738707177318
2024-04-17 05:42:39.781249,3509.8323393895557
2024-04-17 02:42:39.781249,3443.9316414865148
2024-04-17 02:42:39.781249,3548.271117953357
2024-04-17 02:42:39.781249,2409.568710934608
2024-04-17 09:42:39.781249,4800.540166191401
2024-04-17 12:42:39.781249,4346.682418576823
2024-04-17 06:42:39.781249,1265.678357460174
2024-04-16 23:42:39.781249,4177.605505186187
2024-04-16 14:42:39.781249,4178.940543355385
2024-04-16 17:42:39.781249,3112.975003528363
2024-04-17 09:42:39.781249,4600.584964884845
2024-04-16 19:42:39.781249,2835.72123463732
2024-04-17 06:42:39.781249,2709.5204105964713
2024-04-17 04:42:39.781249,4429.023706613989
2024-04-17 00:42:39.781249,1474.168994806841
2024-04-17 01:42:39.781249,3670.1803019196095
2024-04-17 07:42:39.781249,4752.85027984091
2024-04-16 18:42:39.781249,3720.5290569602867
2024-04-17 03:42:39.781249,1046.1755442864237
2024-04-16 18:42:39.781249,4444.264854933819
2024-04-16 14:42:39.781249,1489.6988882767844
2024-04-16 22:42:39.781249,1319.484335509657
2024-04-16 21:42:39.781249,3455.559200920124
2024-04-17 01:42:39.781249,4742.512335583162
2024-04-17 13:42:39.781249,4957.675251731564
2024-04-17 04:42:39.781249,3803.8645107612247
2024-04-17 05:42:39.781249,2686.540366139145
2024-04-16 22:42:39.781249,4918.74126795024
2024-04-17 09:42:39.781249,1216.5272493308858
2024-04-17 01:42:39.781249,4540.227497825874
2024-04-17 10:42:39.781249,4941.707956522165
2024-04-16 15:42:39.781249,2948.3415750016206
2024-04-17 06:42:39.781249,4766.8001462668835
2024-04-16 16:42:39.781249,4277.975913118471
2024-04-17 10:42:39.781249,2177.5404659771666
2024-04-17 06:42:39.781249,1561.6507487807635
2024-04-17 02:42:39.781249,4011.988710837494
2024-04-16 23:42:39.781249,2937.311166057064
2024-04-17 11:42:39.781249,3545.3660101089476
2024-04-16 21:42:39.781249,2568.3848686736355
2024-04-17 01:42:39.781249,4263.968160491171
2024-04-17 13:42:39.781249,1275.3489909471725
2024-04-16 18:42:39.781249,4446.8187132037165
2024-04-16 15:42:39.781249,4549.512519353563
2024-04-17 01:42:39.781249,3416.458421013274
2024-04-16 16:42:39.781249,3325.061253794202
2024-04-16 23:42:39.781249,4829.620686628114
2024-04-16 19:42:39.781249,3836.2795405929705
2024-04-17 03:42:39.781249,2667.619004889029
2024-04-17 11:42:39.781249,4544.405646822763
2024-04-17 00:42:39.781249,3641.6682230920455
2024-04-16 15:42:39.781249,2933.3041821778584
2024-04-16 19:42:39.781249,3424.077024284685
2024-04-17 01:42:39.781249,4784.5086024530865
2024-04-16 20:42:39.781249,4931.603127999622
2024-04-17 11:42:39.781249,1702.6501965160396
2024-04-17 09:42:39.781249,4643.301083413004
2024-04-17 08:42:39.781249,2649.0937374151426
2024-04-17 00:42:39.781249,2008.18197257732
2024-04-16 22:42:39.781249,4654.936088326485
2024-04-17 07:42:39.781249,1915.322860717489
2024-04-17 09:42:39.781249,1155.8177455506197
2024-04-16 23:42:39.781249,3269.2903005186718
2024-04-17 06:42:39.781249,3401.7945083976674
2024-04-17 01:42:39.781249,4587.264511257979
2024-04-17 06:42:39.781249,3028.4892682631726
2024-04-17 04:42:39.781249,1624.557971314045
2024-04-17 00:42:39.781249,1396.3288010091692
2024-04-17 07:42:39.781249,3637.086951203295
2024-04-16 23:42:39.781249,4041.6113459223275
2024-04-16 21:42:39.781249,1130.727228678413
2024-04-16 14:42:39.781249,2013.7566788988224
2024-04-17 02:42:39.781249,3947.63846874299
2024-04-17 08:42:39.781249,3659.0195357839075
2024-04-17 10:42:39.781249,1240.7234829263896
2024-04-16 15:42:39.781249,4882.549630739419
2024-04-16 18:42:39.781249,1184.8289892228304
2024-04-17 10:42:39.781249,1430.7099744179443
2024-04-17 08:42:39.781249,4087.764254694869
2024-04-16 19:42:39.781249,3805.5535698949243
2024-04-17 03:42:39.781249,2969.9832749477428
2024-04-17 06:42:39.781249,2215.9183107107465
2024-04-16 15:42:39.781249,1392.809114665567
2024-04-16 19:42:39.781249,1835.1062372777963
2024-04-17 05:42:39.781249,1484.3178488337055
2024-04-16 20:42:39.781249,2730.3204081754698
2024-04-16 14:42:39.781249,1061.9024897171703
2024-04-17 02:42:39.781249,4913.034939523317
2024-04-17 05:42:39.781249,4599.486296261722
2024-04-16 21:42:39.781249,4946.917570882231
2024-04-16 23:42:39.781249,4115.57028339558
2024-04-17 00:42:39.781249,2803.9927009661433
2024-04-17 03:42:39.781249,1200.6390212025763
2024-04-17 02:42:39.781249,1304.7023177564997
2024-04-17 12:42:39.781249,3317.003773433344
2024-04-16 15:42:39.781249,1028.1570462267032
2024-04-16 18:42:39.781249,3452.092898565591
2024-04-16 18:42:39.781249,4038.7138190962582
2024-04-16 14:42:39.781249,1538.6576572998374
2024-04-17 02:42:39.781249,4744.947061780949
2024-04-16 22:42:39.781249,1342.99533639602
2024-04-17 06:42:39.781249,1334.2241042442206
2024-04-17 10:42:39.781249,4079.75437202449
2024-04-17 11:42:39.781249,1361.2227311772233
2024-04-16 14:42:39.781249,1229.7479345335325
2024-04-17 07:42:39.781249,2093.446486370983
2024-04-17 12:42:39.781249,1906.2009912399094
2024-04-17 00:42:39.781249,2458.5349725392007
2024-04-17 02:42:39.781249,4888.801932299314
2024-04-17 03:42:39.781249,1319.5339286177577
2024-04-17 11:42:39.781249,4293.408423727089
2024-04-17 09:42:39.781249,2961.6438423244294
2024-04-16 17:42:39.781249,3155.7432997202563
2024-04-16 15:42:39.781249,1830.9921171607157
2024-04-17 09:42:39.781249,2469.185032949302
2024-04-17 09:42:39.781249,2742.6591442516788
2024-04-16 19:42:39.781249,2426.5456026812917
2024-04-16 22:42:39.781249,1900.261381643953
2024-04-17 07:42:39.781249,4696.828270319613
2024-04-16 16:42:39.781249,2055.2110229246573
2024-04-17 09:42:39.781249,2343.090007297207
2024-04-16 19:42:39.781249,2195.433648600176
2024-04-16 20:42:39.781249,1949.8763086459521
2024-04-17 05:42:39.781249,4167.217181940667
2024-04-17 07:42:39.781249,3700.464080349706
2024-04-16 22:42:39.781249,3198.476703779238
2024-04-16 15:42:39.781249,1224.6297950033136
2024-04-17 12:42:39.781249,2494.101504293242
2024-04-17 12:42:39.781249,3948.032213272527
2024-04-16 14:42:39.781249,1947.1626228692226
2024-04-17 12:42:39.781249,2741.041823625421
2024-04-17 08:42:39.781249,1133.8542325120802
2024-04-17 10:42:39.781249,3376.6459777128316
2024-04-17 03:42:39.781249,2023.437720473819
2024-04-16 14:42:39.781249,4742.502104908212
2024-04-17 11:42:39.781249,1679.3322350992776
2024-04-16 15:42:39.781249,2965.822030240548
2024-04-17 08:42:39.781249,4980.688706336292
2024-04-17 08:42:39.781249,3868.7285674943546
2024-04-17 05:42:39.781249,3603.3548911517296
2024-04-17 02:42:39.781249,3471.4037359502136
2024-04-17 03:42:39.781249,1298.1923154493131
2024-04-16 19:42:39.781249,2238.608572710856
2024-04-17 06:42:39.781249,1684.6129770770979
2024-04-17 08:42:39.781249,3884.1168677696205
2024-04-17 11:42:39.781249,4944.805906043192
2024-04-16 14:42:39.781249,2310.5905355592627
2024-04-17 10:42:39.781249,4085.9857733755525
2024-04-16 23:42:39.781249,1839.1137499093993
2024-04-17 08:42:39.781249,1523.9319483443182
2024-04-17 12:42:39.781249,3360.291127170769
2024-04-17 01:42:39.781249,2377.202218651116
2024-04-17 10:42:39.781249,1882.0390642876537
2024-04-17 04:42:39.781249,1418.182627229155
2024-04-17 11:42:39.781249,4777.922238282252
2024-04-17 08:42:39.781249,4475.8905023839725
2024-04-17 07:42:39.781249,4918.248066670079
2024-04-16 20:42:39.781249,1383.880637207022
2024-04-17 08:42:39.781249,2631.0994823145884
2024-04-17 00:42:39.781249,2625.457828998862
