Timestamp,Zone_ID,TGBT_ID,Armoire_ID,Machine_ID,Energy_Consumption_kWh
2024-04-13 03:18:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_6,22.71763127663836
2024-04-16 03:02:39.731378,Zone_1,TGBT_1,Armoire_3,Machine_8,81.33277494359548
2024-04-15 12:20:39.731378,Zone_3,TGBT_3,Armoire_1,Machine_3,67.68260551501047
2024-04-15 07:46:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_3,51.52358868828296
2024-04-17 12:03:39.731378,Zone_1,TGBT_3,Armoire_2,Machine_10,59.94585338552082
2024-04-14 20:58:39.731378,Zone_1,TGBT_3,Armoire_2,Machine_4,71.9516731858597
2024-04-13 10:20:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_9,55.01770023685824
2024-04-11 11:28:39.731378,Zone_2,TGBT_1,Armoire_1,Machine_1,64.49025203752532
2024-04-16 12:13:39.731378,Zone_2,TGBT_2,Armoire_3,Machine_3,64.09397615776447
2024-04-12 02:44:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_4,28.861477734004517
2024-04-16 19:18:39.731378,Zone_1,TGBT_2,Armoire_3,Machine_8,60.08076871521528
2024-04-14 22:52:39.731378,Zone_3,TGBT_1,Armoire_1,Machine_8,46.40235517601846
2024-04-13 01:06:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_1,31.29323172339162
2024-04-12 18:57:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_6,14.719482885248427
2024-04-14 02:14:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_10,25.28237699277844
2024-04-11 11:24:39.731378,Zone_1,TGBT_1,Armoire_2,Machine_3,24.839714112337262
2024-04-16 01:18:39.731378,Zone_2,TGBT_2,Armoire_1,Machine_4,74.8186067147143
2024-04-16 22:56:39.731378,Zone_2,TGBT_3,Armoire_3,Machine_2,34.67733524334217
2024-04-17 12:19:39.731378,Zone_2,TGBT_3,Armoire_2,Machine_5,36.41141639478858
2024-04-14 07:03:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_2,61.95140242916575
2024-04-16 10:28:39.731378,Zone_1,TGBT_3,Armoire_2,Machine_8,93.46868847873537
2024-04-14 19:23:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_4,17.632028621064165
2024-04-11 16:57:39.731378,Zone_2,TGBT_3,Armoire_2,Machine_2,24.240829635426163
2024-04-11 07:40:39.731378,Zone_1,TGBT_3,Armoire_2,Machine_7,65.80945459519214
2024-04-12 21:30:39.731378,Zone_1,TGBT_2,Armoire_2,Machine_2,35.27492549668817
2024-04-12 15:59:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_6,38.907666278469534
2024-04-12 14:51:39.731378,Zone_1,TGBT_2,Armoire_3,Machine_5,84.99860541707092
2024-04-14 08:25:39.731378,Zone_3,TGBT_2,Armoire_3,Machine_1,38.67265585462277
2024-04-12 21:00:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_3,40.17914076576257
2024-04-11 19:27:39.731378,Zone_1,TGBT_3,Armoire_1,Machine_9,20.752887808520057
2024-04-14 04:26:39.731378,Zone_3,TGBT_1,Armoire_3,Machine_9,84.43716028178727
2024-04-14 03:57:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_6,13.791028065689737
2024-04-15 12:50:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_1,58.70960946814952
2024-04-13 18:27:39.731378,Zone_2,TGBT_2,Armoire_2,Machine_1,49.79191009298212
2024-04-14 08:01:39.731378,Zone_3,TGBT_1,Armoire_3,Machine_1,35.849299963439464
2024-04-12 06:22:39.731378,Zone_2,TGBT_3,Armoire_1,Machine_2,18.40162576398462
2024-04-12 05:02:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_3,90.57994744838794
2024-04-12 22:27:39.731378,Zone_1,TGBT_3,Armoire_1,Machine_10,96.5735510715251
2024-04-11 11:18:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_7,38.10394259387283
2024-04-15 21:38:39.731378,Zone_1,TGBT_2,Armoire_2,Machine_6,10.360907308160304
2024-04-15 03:52:39.731378,Zone_2,TGBT_3,Armoire_2,Machine_8,22.61965796243576
2024-04-14 02:10:39.731378,Zone_2,TGBT_3,Armoire_3,Machine_3,80.55174355055492
2024-04-10 22:45:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_8,74.93113508149446
2024-04-11 19:18:39.731378,Zone_3,TGBT_2,Armoire_3,Machine_7,85.87592634482337
2024-04-11 01:48:39.731378,Zone_3,TGBT_2,Armoire_2,Machine_1,31.531862615482492
2024-04-16 11:28:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_5,99.8604174839411
2024-04-15 06:48:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_2,82.58511286232248
2024-04-17 01:24:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_10,43.43563384076633
2024-04-14 15:57:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_9,88.2952791129521
2024-04-12 19:32:39.731378,Zone_1,TGBT_2,Armoire_2,Machine_8,62.76113895717694
2024-04-12 05:41:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_7,43.2679151998701
2024-04-16 04:26:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_1,81.5264044077243
2024-04-13 18:53:39.731378,Zone_1,TGBT_2,Armoire_1,Machine_10,79.77295745260608
2024-04-14 01:25:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_6,38.43612782209344
2024-04-12 17:30:39.731378,Zone_3,TGBT_1,Armoire_3,Machine_6,16.318490954602574
2024-04-15 10:30:39.731378,Zone_3,TGBT_3,Armoire_3,Machine_10,34.32566509714351
2024-04-16 07:57:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_2,11.722242188590013
2024-04-15 08:09:39.731378,Zone_2,TGBT_3,Armoire_3,Machine_1,34.803654987775666
2024-04-16 01:26:39.731378,Zone_3,TGBT_2,Armoire_3,Machine_3,64.0869418935654
2024-04-16 19:02:39.731378,Zone_3,TGBT_2,Armoire_1,Machine_10,35.5309545662293
2024-04-13 19:10:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_9,23.159842009946722
2024-04-12 04:07:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_1,54.54806717847956
2024-04-16 02:10:39.731378,Zone_2,TGBT_2,Armoire_2,Machine_5,88.23816890111304
2024-04-11 10:45:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_6,32.706725271079975
2024-04-11 20:33:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_9,53.77919726207218
2024-04-13 20:50:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_8,40.08804045886153
2024-04-15 02:32:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_6,66.16686433666978
2024-04-16 11:55:39.731378,Zone_1,TGBT_2,Armoire_2,Machine_4,99.25360409533093
2024-04-13 09:04:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_2,19.229883194545998
2024-04-10 17:49:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_3,97.19032299182732
2024-04-16 21:31:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_7,31.198299293514975
2024-04-13 17:36:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_8,18.892023053726795
2024-04-15 05:30:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_8,73.88886898476574
2024-04-12 05:46:39.731378,Zone_1,TGBT_1,Armoire_3,Machine_6,24.525087006651887
2024-04-12 20:44:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_3,81.52264715475829
2024-04-12 01:21:39.731378,Zone_3,TGBT_2,Armoire_3,Machine_9,59.355238994162384
2024-04-11 19:53:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_3,65.2955923580063
2024-04-16 11:03:39.731378,Zone_1,TGBT_2,Armoire_2,Machine_2,85.88157078196298
2024-04-14 00:14:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_7,58.436311980421806
2024-04-16 00:59:39.731378,Zone_2,TGBT_2,Armoire_1,Machine_5,62.25260785336018
2024-04-13 09:38:39.731378,Zone_2,TGBT_2,Armoire_2,Machine_5,60.673771123403434
2024-04-16 22:41:39.731378,Zone_2,TGBT_3,Armoire_1,Machine_9,90.20364830585078
2024-04-15 16:18:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_6,89.67392977960894
2024-04-11 02:46:39.731378,Zone_2,TGBT_3,Armoire_1,Machine_1,58.09857416369873
2024-04-16 07:14:39.731378,Zone_3,TGBT_3,Armoire_2,Machine_7,67.16145187817715
2024-04-14 19:54:39.731378,Zone_2,TGBT_1,Armoire_2,Machine_5,47.91317413619588
2024-04-14 22:32:39.731378,Zone_3,TGBT_2,Armoire_2,Machine_5,95.6766559544067
2024-04-13 11:33:39.731378,Zone_2,TGBT_1,Armoire_3,Machine_8,82.14427706336804
2024-04-15 03:21:39.731378,Zone_3,TGBT_2,Armoire_2,Machine_8,76.51680804213044
2024-04-17 09:53:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_10,16.402070992725974
2024-04-16 03:07:39.731378,Zone_3,TGBT_1,Armoire_2,Machine_6,94.00207862597313
2024-04-11 22:34:39.731378,Zone_1,TGBT_1,Armoire_3,Machine_9,54.03743009166717
2024-04-11 06:54:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_6,93.63999894406442
2024-04-11 19:38:39.731378,Zone_1,TGBT_3,Armoire_3,Machine_4,43.836969438794114
2024-04-16 18:09:39.731378,Zone_1,TGBT_1,Armoire_3,Machine_1,57.06251206283941
2024-04-15 17:58:39.731378,Zone_1,TGBT_2,Armoire_1,Machine_8,31.49317316628251
2024-04-11 18:01:39.731378,Zone_3,TGBT_3,Armoire_1,Machine_7,18.169374075711545
2024-04-11 20:34:39.731378,Zone_2,TGBT_2,Armoire_3,Machine_2,97.77839075106482
2024-04-16 08:05:39.731378,Zone_3,TGBT_1,Armoire_3,Machine_9,51.164353037284606
2024-04-14 09:00:39.731378,Zone_1,TGBT_1,Armoire_1,Machine_1,39.79421867254095
2024-04-13 07:19:39.731378,Zone_2,TGBT_3,Armoire_2,Machine_3,77.04790629510794
2024-04-11 03:07:39.731378,Zone_2,TGBT_2,Armoire_2,Machine_10,84.3785730384652
